date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m�),PAR (�mol/m�/s),max. PAR (�mol/m�/s),Tlog (degC),OT
2020-10-19 23:10:00,994.46,3.67,277.26,2.95,95.0,7.95,7.55,0.4,4.74,7.6,1247.85,0.49,0.88,31.06,0.0,0.0,0.0,0.0,0.0,14.27,441.9
2020-10-19 23:20:00,994.33,3.77,277.37,2.84,93.6,8.01,7.5,0.51,4.7,7.54,1247.27,0.28,0.49,12.64,0.0,0.0,0.0,0.0,0.0,14.13,439.0
2020-10-19 23:30:00,994.33,3.75,277.35,2.76,93.2,8.0,7.45,0.54,4.67,7.49,1247.39,0.58,0.87,22.5,0.0,0.0,0.0,0.0,0.0,14.0,439.1
2020-10-19 23:40:00,994.3,3.51,277.11,2.64,94.0,7.86,7.39,0.47,4.63,7.43,1248.47,0.43,0.68,15.87,0.0,0.0,0.0,0.0,0.0,13.89,436.9
2020-10-19 23:50:00,994.28,3.6,277.2,2.62,93.3,7.91,7.38,0.53,4.63,7.42,1248.05,0.22,0.49,27.95,0.0,0.0,0.0,0.0,0.0,13.78,437.3
2020-10-20 00:00:00,994.27,3.75,277.36,2.7,92.8,7.99,7.42,0.58,4.65,7.46,1247.34,0.32,0.58,81.2,0.0,0.0,0.0,0.0,0.0,13.69,439.1
2020-10-20 00:10:00,994.16,3.6,277.22,2.7,93.8,7.91,7.42,0.49,4.66,7.47,1247.86,0.29,0.58,82.1,0.0,0.0,0.0,0.0,0.0,13.62,444.5
2020-10-20 00:20:00,994.08,3.22,276.84,2.51,95.1,7.7,7.32,0.38,4.59,7.36,1249.56,0.4,1.31,112.0,0.0,0.0,0.0,0.0,0.0,13.54,444.1
2020-10-20 00:30:00,994.02,2.73,276.36,2.38,97.5,7.44,7.25,0.19,4.55,7.3,1251.7,0.64,1.08,152.8,0.0,0.0,0.0,0.0,0.0,13.48,441.5
2020-10-20 00:40:00,993.91,2.77,276.4,2.44,97.7,7.46,7.28,0.17,4.57,7.33,1251.39,0.3,0.68,93.0,0.0,0.0,0.0,0.0,0.0,13.42,444.2
2020-10-20 00:50:00,993.72,2.66,276.31,2.36,97.9,7.4,7.24,0.16,4.55,7.29,1251.65,0.26,0.66,327.1,0.0,0.0,0.0,0.0,0.0,13.35,444.2
2020-10-20 01:00:00,993.68,2.66,276.31,2.42,98.3,7.4,7.27,0.13,4.57,7.32,1251.59,0.3,0.54,292.3,0.0,0.0,0.0,0.0,0.0,13.28,442.6
2020-10-20 01:10:00,993.71,2.89,276.54,2.37,96.3,7.52,7.25,0.28,4.55,7.29,1250.58,0.35,0.68,28.03,0.0,0.0,0.0,0.0,0.0,13.2,440.6
2020-10-20 01:20:00,993.61,3.04,276.7,2.48,96.1,7.6,7.31,0.3,4.59,7.35,1249.77,0.37,0.85,66.14,0.0,0.0,0.0,0.0,0.0,13.13,443.9
2020-10-20 01:30:00,993.5,2.91,276.57,2.39,96.4,7.53,7.26,0.27,4.56,7.31,1250.24,0.33,0.62,183.0,0.0,0.0,0.0,0.0,0.0,13.07,452.2
2020-10-20 01:40:00,993.37,2.58,276.26,2.32,98.1,7.36,7.22,0.14,4.53,7.27,1251.57,0.74,1.03,207.0,0.0,0.0,0.0,0.0,0.0,13.0,443.1
2020-10-20 01:50:00,993.25,2.66,276.35,2.32,97.6,7.4,7.22,0.18,4.54,7.27,1251.06,0.72,1.13,217.1,0.0,0.0,0.0,0.0,0.0,12.94,440.7
2020-10-20 02:00:00,993.21,2.63,276.32,2.16,96.7,7.39,7.14,0.24,4.48,7.19,1251.19,0.76,1.37,193.0,0.0,0.0,0.0,0.0,0.0,12.89,438.7
2020-10-20 02:10:00,993.14,2.08,275.77,1.95,99.1,7.1,7.03,0.06,4.42,7.08,1253.68,0.82,1.14,209.9,0.0,0.0,0.0,0.0,0.0,12.84,440.1
2020-10-20 02:20:00,993.15,2.1,275.79,2.06,99.7,7.11,7.09,0.02,4.45,7.14,1253.56,1.22,1.57,212.6,0.0,0.0,0.0,0.0,0.0,12.79,437.0
2020-10-20 02:30:00,993.12,2.1,275.8,2.01,99.3,7.11,7.06,0.05,4.43,7.11,1253.51,1.41,1.88,214.3,0.0,0.0,0.0,0.0,0.0,12.73,437.0
2020-10-20 02:40:00,993.08,2.1,275.79,2.01,99.4,7.11,7.06,0.04,4.44,7.11,1253.49,1.04,1.67,217.0,0.0,0.0,0.0,0.0,0.0,12.67,437.0
2020-10-20 02:50:00,993.09,2.23,275.92,1.97,98.2,7.17,7.04,0.13,4.42,7.09,1252.93,0.92,1.73,214.8,0.0,0.0,0.0,0.0,0.0,12.6,436.7
2020-10-20 03:00:00,993.11,2.27,275.96,1.96,97.8,7.19,7.04,0.16,4.42,7.09,1252.77,1.13,1.9,223.9,0.0,0.0,0.0,0.0,0.0,12.53,436.2
2020-10-20 03:10:00,993.02,2.08,275.78,1.72,97.5,7.1,6.92,0.18,4.35,6.97,1253.59,0.81,1.72,194.3,0.0,0.0,0.0,0.0,0.0,12.46,442.0
2020-10-20 03:20:00,992.87,1.74,275.46,1.7,99.7,6.93,6.91,0.02,4.34,6.96,1254.91,1.05,1.39,203.1,0.0,0.0,0.0,0.0,0.0,12.39,442.5
2020-10-20 03:30:00,992.69,2.14,275.86,1.93,98.5,7.13,7.02,0.11,4.41,7.07,1252.84,1.06,1.73,222.3,0.0,0.0,0.0,0.0,0.0,12.31,435.0
2020-10-20 03:40:00,992.58,2.87,276.6,1.97,93.8,7.51,7.04,0.47,4.43,7.1,1249.38,1.31,2.35,231.1,0.0,0.0,0.0,0.0,0.0,12.24,433.6
2020-10-20 03:50:00,992.53,2.8,276.55,1.8,93.1,7.48,6.96,0.52,4.37,7.01,1249.63,0.9,1.9,205.8,0.0,0.0,0.0,0.0,0.0,12.18,437.5
2020-10-20 04:00:00,992.39,2.14,275.9,1.53,95.7,7.13,6.82,0.31,4.29,6.88,1252.52,0.76,1.55,207.8,0.0,0.0,0.0,0.0,0.0,12.13,441.5
2020-10-20 04:10:00,992.18,2.27,276.04,1.68,95.9,7.19,6.9,0.29,4.34,6.95,1251.66,1.04,2.76,221.6,0.0,0.0,0.0,0.0,0.0,12.08,437.3
2020-10-20 04:20:00,992.07,2.6,276.38,1.84,94.7,7.37,6.98,0.39,4.39,7.03,1249.97,1.22,1.8,210.3,0.0,0.0,0.0,0.0,0.0,12.02,436.4
2020-10-20 04:30:00,991.85,2.74,276.53,1.86,93.9,7.44,6.99,0.45,4.39,7.04,1249.08,1.47,2.52,212.9,0.0,0.0,0.0,0.0,0.0,11.97,436.0
2020-10-20 04:40:00,991.58,2.84,276.65,1.79,92.8,7.49,6.95,0.54,4.37,7.01,1248.29,1.83,2.62,200.6,0.0,0.0,0.0,0.0,0.0,11.94,435.7
2020-10-20 04:50:00,991.43,2.79,276.62,1.72,92.6,7.47,6.92,0.55,4.35,6.98,1248.31,1.81,2.56,205.3,0.0,0.0,0.0,0.0,0.0,11.93,436.3
2020-10-20 05:00:00,991.46,2.99,276.82,1.67,91.0,7.58,6.89,0.68,4.34,6.95,1247.48,2.29,3.39,214.1,0.0,0.0,0.0,0.0,0.0,11.93,434.7
2020-10-20 05:10:00,991.52,3.15,276.98,1.6,89.5,7.66,6.86,0.8,4.31,6.92,1246.83,2.0,2.94,210.9,0.0,0.0,0.0,0.0,0.0,11.93,434.8
2020-10-20 05:20:00,991.58,3.2,277.01,1.53,88.8,7.69,6.83,0.86,4.29,6.88,1246.73,1.51,2.56,216.4,0.0,0.0,0.0,0.0,0.0,11.94,434.4
2020-10-20 05:30:00,991.41,3.1,276.93,1.46,88.9,7.64,6.79,0.85,4.27,6.85,1246.96,1.62,2.56,201.5,0.0,0.0,0.0,0.0,0.0,11.96,434.2
2020-10-20 05:40:00,991.29,2.99,276.83,1.42,89.4,7.57,6.77,0.8,4.26,6.83,1247.33,2.36,3.64,204.8,0.0,0.0,0.0,0.0,0.0,11.99,435.0
2020-10-20 05:50:00,991.12,3.06,276.92,1.4,88.8,7.61,6.76,0.85,4.25,6.82,1246.78,2.73,3.57,207.2,0.0,0.0,0.0,0.0,0.0,12.02,434.7
2020-10-20 06:00:00,990.9,3.29,277.16,1.31,86.8,7.74,6.71,1.02,4.23,6.78,1245.52,2.97,4.5,203.7,0.0,0.0,0.0,0.0,0.0,12.03,432.0
2020-10-20 06:10:00,990.68,3.6,277.49,1.22,84.4,7.91,6.68,1.23,4.2,6.74,1243.86,3.02,3.82,208.3,0.0,0.0,0.0,0.0,0.0,12.03,430.0
2020-10-20 06:20:00,990.68,3.7,277.59,1.19,83.6,7.97,6.66,1.31,4.19,6.72,1243.42,2.6,3.64,205.1,0.0,0.0,0.0,0.0,0.0,12.04,429.2
2020-10-20 06:30:00,990.65,3.77,277.66,1.23,83.4,8.01,6.68,1.33,4.2,6.74,1243.05,2.53,3.94,193.2,0.0,0.0,0.0,0.0,1.35,12.07,429.4
2020-10-20 06:40:00,990.65,3.58,277.47,1.26,84.7,7.9,6.69,1.21,4.21,6.75,1243.89,2.35,3.87,198.3,0.0,0.0,0.0,2.97,5.47,12.13,431.0
2020-10-20 06:50:00,990.55,3.38,277.28,1.24,85.8,7.79,6.68,1.11,4.21,6.75,1244.67,2.83,3.97,204.5,0.0,0.0,3.6,10.1,15.47,12.19,431.2
2020-10-20 07:00:00,990.5,3.67,277.58,1.26,84.2,7.95,6.69,1.26,4.21,6.76,1243.3,2.89,3.89,207.4,0.0,0.0,14.75,27.52,42.31,12.23,430.2
2020-10-20 07:10:00,990.3,3.81,277.74,1.4,84.2,8.03,6.76,1.27,4.26,6.83,1242.38,2.26,3.82,197.7,0.0,0.0,32.56,52.87,58.53,12.27,430.7
2020-10-20 07:20:00,990.24,3.82,277.74,1.55,85.1,8.03,6.83,1.2,4.3,6.9,1242.25,2.0,2.83,199.5,0.0,0.0,42.11,66.65,75.67,12.37,434.1
2020-10-20 07:30:00,990.24,3.87,277.8,1.59,85.0,8.06,6.85,1.21,4.32,6.92,1242.0,3.27,5.12,201.0,0.0,0.0,50.9,85.59,98.58,12.55,433.5
2020-10-20 07:40:00,990.01,4.25,278.2,1.83,84.2,8.28,6.97,1.31,4.39,7.04,1239.94,2.43,3.83,182.2,0.0,0.0,57.46,109.84,121.57,12.75,432.9
2020-10-20 07:50:00,989.94,4.28,278.24,2.01,85.1,8.3,7.06,1.24,4.45,7.14,1239.68,1.97,4.34,179.0,0.0,0.0,61.19,121.96,127.12,12.95,433.9
2020-10-20 08:00:00,990.03,4.62,278.57,2.31,84.9,8.5,7.22,1.28,4.55,7.29,1238.2,3.19,5.06,174.5,0.0,0.0,65.58,132.43,142.19,13.16,432.7
2020-10-20 08:10:00,990.2,4.68,278.61,2.38,85.0,8.53,7.25,1.28,4.57,7.33,1238.15,2.5,4.41,155.7,0.0,0.0,85.23,170.47,222.54,13.34,435.0
2020-10-20 08:20:00,990.22,4.73,278.66,2.5,85.4,8.57,7.32,1.25,4.61,7.39,1237.9,2.52,3.79,133.7,0.0,0.0,135.36,254.6,281.15,13.52,437.7
2020-10-20 08:30:00,990.19,4.59,278.52,2.54,86.5,8.48,7.33,1.14,4.62,7.41,1238.5,2.02,3.11,124.4,0.0,0.0,117.46,229.71,246.79,13.78,442.1
2020-10-20 08:40:00,990.21,4.42,278.35,2.63,88.1,8.38,7.38,1.0,4.65,7.46,1239.25,1.2,2.73,125.2,0.0,0.0,160.56,306.33,357.9,14.1,445.2
2020-10-20 08:50:00,990.16,4.86,278.79,2.88,87.0,8.64,7.52,1.12,4.74,7.59,1237.18,0.75,1.21,136.3,0.0,0.0,203.08,384.59,417.89,14.45,448.9
2020-10-20 09:00:00,990.06,5.19,279.14,3.23,87.1,8.85,7.71,1.14,4.85,7.78,1235.47,2.81,4.96,207.2,0.0,0.0,253.49,477.77,607.95,14.88,446.3
2020-10-20 09:10:00,989.98,6.15,280.11,3.88,85.3,9.46,8.07,1.39,5.08,8.15,1230.95,3.4,4.72,197.1,0.0,0.0,269.85,506.77,596.31,15.38,435.2
2020-10-20 09:20:00,989.95,6.8,280.76,4.04,82.5,9.89,8.16,1.73,5.14,8.24,1228.01,3.55,4.55,181.6,0.0,0.0,239.78,461.34,569.02,15.82,431.5
2020-10-20 09:30:00,989.82,7.12,281.09,4.3,82.2,10.11,8.31,1.8,5.24,8.4,1226.38,3.79,5.2,183.8,0.0,0.0,285.19,541.37,694.61,16.18,428.8
2020-10-20 09:40:00,989.91,7.57,281.54,4.59,81.3,10.43,8.48,1.95,5.35,8.57,1224.44,3.79,5.26,181.8,0.0,0.0,260.3,500.56,719.79,16.5,426.1
2020-10-20 09:50:00,990.03,8.15,282.11,4.84,79.55,10.85,8.63,2.22,5.44,8.72,1222.01,3.33,5.03,176.2,0.0,0.0,185.62,364.22,415.02,16.79,424.2
2020-10-20 10:00:00,989.98,8.34,282.3,4.97,79.28,10.99,8.71,2.28,5.49,8.8,1221.08,2.95,4.79,168.0,0.0,0.0,161.98,320.71,464.02,17.05,423.6
2020-10-20 10:10:00,989.75,8.4,282.38,5.13,79.8,11.03,8.81,2.23,5.55,8.9,1220.49,3.45,5.29,165.8,0.0,0.0,198.32,397.36,493.62,17.27,424.9
2020-10-20 10:20:00,989.74,8.43,282.41,5.28,80.5,11.06,8.9,2.16,5.61,8.99,1220.31,3.57,5.17,173.3,0.0,0.0,201.55,399.93,492.94,17.45,425.0
2020-10-20 10:30:00,989.71,8.77,282.76,5.47,79.74,11.32,9.02,2.29,5.69,9.12,1218.74,3.13,5.39,177.6,0.0,0.0,208.48,412.24,448.18,17.62,423.6
2020-10-20 10:40:00,989.67,9.16,283.15,5.55,78.08,11.62,9.07,2.55,5.72,9.17,1216.99,3.85,6.34,174.3,0.0,0.0,241.13,475.0,537.84,17.79,421.7
2020-10-20 10:50:00,989.41,9.61,283.62,5.79,77.0,11.98,9.22,2.75,5.82,9.32,1214.66,3.81,6.08,165.1,0.0,0.0,352.08,678.97,855.46,17.99,421.0
2020-10-20 11:00:00,989.22,10.03,284.06,6.07,76.33,12.32,9.4,2.92,5.93,9.51,1212.54,3.83,5.92,167.3,0.0,0.0,458.29,876.49,1033.57,18.25,420.7
2020-10-20 11:10:00,989.21,10.46,284.49,6.08,74.23,12.68,9.41,3.27,5.94,9.51,1210.69,4.34,6.05,173.5,0.0,0.0,267.42,523.58,728.88,18.58,418.6
2020-10-20 11:20:00,989.35,10.56,284.58,6.05,73.58,12.76,9.39,3.37,5.93,9.49,1210.44,3.56,5.64,179.6,0.0,0.0,206.7,410.23,466.03,18.91,416.8
2020-10-20 11:30:00,989.28,10.85,284.88,6.06,72.23,13.01,9.4,3.61,5.93,9.5,1209.11,4.02,5.38,170.3,0.0,0.0,181.95,366.29,376.6,19.17,416.5
2020-10-20 11:40:00,989.21,11.04,285.07,6.22,72.12,13.18,9.5,3.67,6.0,9.61,1208.17,3.67,5.83,172.6,0.0,0.0,176.66,357.69,375.54,19.37,416.4
2020-10-20 11:50:00,988.95,11.23,285.29,6.15,70.86,13.35,9.46,3.89,5.97,9.56,1207.07,3.74,5.48,168.3,0.0,0.0,154.92,315.34,329.99,19.53,415.7
2020-10-20 12:00:00,988.92,11.35,285.41,6.22,70.62,13.45,9.5,3.95,6.0,9.61,1206.5,3.65,5.95,166.8,0.0,0.0,155.77,317.42,403.71,19.69,415.2
2020-10-20 12:10:00,988.95,11.63,285.69,6.38,70.1,13.7,9.61,4.1,6.06,9.71,1205.3,2.97,4.57,176.8,0.0,0.0,427.49,828.23,1107.02,19.83,414.4
2020-10-20 12:20:00,988.89,12.36,286.42,6.43,67.05,14.38,9.64,4.74,6.09,9.75,1202.13,3.27,4.69,166.2,0.0,0.0,373.58,726.51,899.04,20.07,413.9
2020-10-20 12:30:00,988.7,12.57,286.65,6.3,65.54,14.58,9.56,5.02,6.03,9.67,1201.06,3.78,5.42,166.3,0.0,0.0,358.38,699.88,836.97,20.44,413.8
2020-10-20 12:40:00,988.45,12.88,286.98,6.45,64.89,14.88,9.66,5.22,6.1,9.77,1199.4,3.87,5.91,164.8,0.0,0.0,447.62,863.85,1124.66,20.83,412.8
2020-10-20 12:50:00,988.31,13.43,287.55,6.35,62.15,15.43,9.59,5.84,6.06,9.7,1196.96,3.94,5.62,169.2,0.0,0.0,526.58,996.87,1144.07,21.21,412.6
2020-10-20 13:00:00,988.06,13.92,288.06,5.7,57.56,15.93,9.17,6.76,5.79,9.28,1194.81,4.93,8.49,177.5,0.0,0.0,382.9,736.32,893.17,21.65,412.7
2020-10-20 13:10:00,987.76,14.11,288.27,5.08,54.44,16.12,8.78,7.35,5.55,8.89,1193.83,4.95,8.29,181.7,0.0,0.0,366.5,705.7,926.98,22.06,412.8
2020-10-20 13:20:00,987.76,14.19,288.35,5.19,54.56,16.21,8.84,7.36,5.59,8.95,1193.47,4.35,6.52,174.9,0.0,0.0,404.43,772.76,1071.58,22.39,412.8
2020-10-20 13:30:00,987.79,14.27,288.43,5.29,54.66,16.29,8.9,7.39,5.63,9.02,1193.15,3.35,4.43,178.3,0.0,0.0,251.18,495.17,559.14,22.68,412.8
2020-10-20 13:40:00,987.78,14.4,288.56,5.31,54.28,16.43,8.92,7.51,5.63,9.03,1192.59,3.0,3.83,179.9,0.0,0.0,270.22,533.62,626.61,22.95,412.3
2020-10-20 13:50:00,987.59,14.54,288.72,4.92,52.37,16.58,8.68,7.9,5.49,8.79,1191.89,4.4,5.85,182.5,0.0,0.0,237.95,471.46,556.04,23.19,411.9
2020-10-20 14:00:00,987.22,14.61,288.82,4.89,52.0,16.65,8.66,7.99,5.47,8.77,1191.16,4.59,6.91,181.2,0.0,0.0,223.57,446.96,507.74,23.36,411.9
2020-10-20 14:10:00,987.28,14.78,288.99,5.13,52.32,16.84,8.81,8.03,5.57,8.92,1190.46,2.54,4.22,177.5,0.0,0.0,177.43,357.81,401.28,23.45,411.8
2020-10-20 14:20:00,987.22,14.84,289.05,4.99,51.62,16.9,8.73,8.18,5.52,8.84,1190.18,3.36,4.91,177.4,0.0,0.0,161.89,328.13,342.58,23.54,411.8
2020-10-20 14:30:00,987.15,14.79,289.01,5.04,51.95,16.85,8.75,8.1,5.53,8.87,1190.29,3.16,4.9,177.0,0.0,0.0,137.37,279.98,333.65,23.62,411.9
2020-10-20 14:40:00,987.06,14.75,288.97,5.15,52.48,16.81,8.82,7.99,5.58,8.93,1190.31,2.8,4.1,177.4,0.0,0.0,105.53,216.47,232.92,23.66,412.0
2020-10-20 14:50:00,986.94,14.66,288.89,5.16,52.85,16.71,8.83,7.88,5.58,8.95,1190.54,3.16,4.86,180.8,0.0,0.0,105.18,215.42,222.75,23.67,412.0
2020-10-20 15:00:00,986.96,14.52,288.75,5.08,53.03,16.56,8.78,7.78,5.55,8.9,1191.16,3.37,5.72,190.6,0.0,0.0,94.34,193.24,200.69,23.65,412.2
2020-10-20 15:10:00,987.02,14.38,288.61,5.12,53.64,16.41,8.8,7.61,5.57,8.92,1191.81,3.36,4.76,204.8,0.0,0.0,96.51,196.66,218.71,23.6,412.4
2020-10-20 15:20:00,987.07,14.3,288.52,5.36,54.84,16.32,8.95,7.37,5.66,9.07,1192.13,2.46,3.57,196.1,0.0,0.0,116.12,235.25,247.55,23.51,413.4
2020-10-20 15:30:00,987.35,14.27,288.47,5.46,55.33,16.29,9.01,7.28,5.7,9.13,1192.56,2.68,3.85,196.8,0.0,0.0,101.22,204.62,219.28,23.45,413.3
2020-10-20 15:40:00,987.4,14.18,288.37,5.62,56.28,16.2,9.12,7.08,5.76,9.23,1192.95,1.89,3.16,184.3,0.0,0.0,82.74,169.54,190.7,23.42,413.5
2020-10-20 15:50:00,987.33,14.08,288.28,5.77,57.23,16.09,9.21,6.88,5.82,9.33,1193.24,2.15,3.24,180.5,0.0,0.0,55.77,117.44,143.79,23.4,413.7
2020-10-20 16:00:00,987.14,13.9,288.11,5.8,58.03,15.9,9.23,6.68,5.84,9.35,1193.75,2.42,3.03,179.4,0.0,0.0,38.8,81.07,97.16,23.37,414.3
2020-10-20 16:10:00,987.1,13.69,287.91,5.97,59.54,15.69,9.34,6.35,5.91,9.46,1194.52,1.99,2.84,172.5,0.0,0.0,39.55,81.59,88.1,23.32,415.1
2020-10-20 16:20:00,986.93,13.51,287.74,6.2,61.18,15.51,9.49,6.02,6.0,9.61,1195.0,0.91,2.02,186.1,0.0,0.0,42.75,88.14,90.88,23.26,417.1
2020-10-20 16:30:00,986.89,13.39,287.62,6.12,61.32,15.39,9.43,5.95,5.97,9.56,1195.47,1.89,3.33,150.1,0.0,0.0,28.33,60.18,79.23,23.22,418.0
2020-10-20 16:40:00,986.8,13.27,287.51,6.09,61.71,15.27,9.42,5.85,5.96,9.55,1195.87,2.73,3.86,149.9,0.0,0.0,15.87,34.82,43.86,23.16,417.8
2020-10-20 16:50:00,986.81,13.19,287.43,6.15,62.25,15.19,9.45,5.73,5.98,9.58,1196.2,1.72,2.93,157.3,0.0,0.0,10.73,24.41,28.45,23.07,418.6
2020-10-20 17:00:00,986.83,13.04,287.28,6.23,63.23,15.04,9.51,5.53,6.01,9.64,1196.83,1.69,2.78,162.2,0.0,0.0,5.93,15.89,20.49,22.95,420.0
2020-10-20 17:10:00,986.77,12.86,287.1,6.42,64.81,14.86,9.63,5.23,6.09,9.76,1197.45,1.8,2.92,147.5,0.0,0.0,1.19,7.65,10.9,22.82,421.3
2020-10-20 17:20:00,986.84,12.66,286.89,6.5,66.05,14.67,9.69,4.98,6.13,9.82,1198.35,1.58,3.14,182.0,0.0,0.0,0.0,3.0,4.9,22.69,421.9
2020-10-20 17:30:00,986.95,12.53,286.76,6.52,66.72,14.54,9.7,4.84,6.14,9.83,1199.02,1.75,2.47,207.0,0.0,0.0,0.0,0.0,1.36,22.56,421.4
2020-10-20 17:40:00,987.14,12.44,286.65,6.54,67.19,14.46,9.71,4.74,6.14,9.84,1199.63,1.41,2.12,214.2,0.0,0.0,0.0,0.0,0.0,22.41,420.9
2020-10-20 17:50:00,987.34,12.46,286.65,6.51,66.98,14.48,9.7,4.78,6.13,9.82,1199.8,1.24,3.05,253.2,0.0,0.0,0.0,0.0,0.0,22.29,420.5
2020-10-20 18:00:00,987.52,12.34,286.52,6.85,69.11,14.36,9.93,4.44,6.28,10.05,1200.41,1.55,2.94,207.5,0.0,0.0,0.0,0.0,0.0,22.18,424.0
2020-10-20 18:10:00,987.57,12.24,286.41,6.88,69.72,14.27,9.95,4.32,6.29,10.07,1200.88,0.76,1.68,220.7,0.0,0.0,0.0,0.0,0.0,22.08,423.9
2020-10-20 18:20:00,987.71,12.41,286.57,6.93,69.16,14.43,9.98,4.45,6.31,10.1,1200.33,0.76,1.78,332.5,0.0,90.0,0.0,0.0,0.0,22.0,423.1
2020-10-20 18:30:00,987.74,12.2,286.36,7.27,71.79,14.23,10.22,4.01,6.46,10.34,1201.14,1.2,2.36,81.0,0.0,600.0,0.0,0.0,0.0,21.94,424.6
2020-10-20 18:40:00,987.75,12.06,286.22,7.46,73.38,14.1,10.35,3.75,6.54,10.47,1201.68,1.06,2.01,174.7,0.0,550.0,0.0,0.0,0.0,21.83,424.5
2020-10-20 18:50:00,987.74,11.86,286.02,7.6,75.08,13.91,10.45,3.47,6.61,10.58,1202.46,1.5,2.51,192.6,0.0,380.0,0.0,0.0,0.0,21.71,426.1
2020-10-20 19:00:00,987.65,11.49,285.65,7.86,78.33,13.58,10.64,2.94,6.73,10.77,1203.83,2.47,3.34,211.0,0.0,0.0,0.0,0.0,0.0,21.59,424.6
2020-10-20 19:10:00,987.7,11.15,285.31,7.97,80.7,13.28,10.71,2.56,6.77,10.85,1205.29,1.92,3.14,207.6,0.0,0.0,0.0,0.0,0.0,21.42,425.3
2020-10-20 19:20:00,987.68,11.22,285.38,7.76,79.2,13.34,10.56,2.77,6.68,10.69,1205.04,1.9,3.72,179.4,0.0,0.0,0.0,0.0,0.0,21.25,425.3
2020-10-20 19:30:00,987.65,11.24,285.4,7.84,79.56,13.35,10.63,2.73,6.72,10.76,1204.89,2.5,3.76,201.4,0.0,0.0,0.0,0.0,0.0,21.09,425.8
2020-10-20 19:40:00,987.72,11.29,285.45,7.82,79.17,13.4,10.61,2.79,6.71,10.74,1204.77,2.52,4.17,206.5,0.0,170.0,0.0,0.0,0.0,20.94,426.5
2020-10-20 19:50:00,987.65,11.14,285.3,7.88,80.3,13.27,10.65,2.61,6.74,10.79,1205.3,1.35,2.51,197.2,0.0,270.0,0.0,0.0,0.0,20.77,428.1
2020-10-20 20:00:00,987.69,11.28,285.44,7.77,78.94,13.39,10.57,2.82,6.68,10.7,1204.8,1.9,3.02,191.8,0.0,0.0,0.0,0.0,0.0,20.64,428.8
